item_basico,nome_produto,preco,preco_original,em_oferta,loja_market_id,categoria_id,codigo_barras,estoque,slug,url_produto
oleo,COLORÍFICO DONA CLARA 100G,1.36,1.36,False,355,13799,7896490288898,128,colorau-colorifico-dona-clara-100g,https://mercadinhossaoluiz.com.br/produto/colorau-colorifico-dona-clara-100g
oleo,MOLHO DE PIMENTA TABASCO BRAND PEPPER 60ML,30.52,30.52,False,355,13799,11210115606,3,molho-americano-tabasco-red-pepper-60ml,https://mercadinhossaoluiz.com.br/produto/molho-americano-tabasco-red-pepper-60ml
oleo,TEMPERO SAZÓN CARNE 60G,6.37,6.37,False,355,13799,7891132019281,12,tempero-sazon-carne-floppy-60g,https://mercadinhossaoluiz.com.br/produto/tempero-sazon-carne-floppy-60g
oleo,TEMPERO SAZÓN AVES 60G,6.37,6.37,False,355,13799,7891132019274,7,tempero-para-frango-sazon-60g,https://mercadinhossaoluiz.com.br/produto/tempero-para-frango-sazon-60g
oleo,TEMPERO SAZÓN LEGUMES 60G,6.37,6.37,False,355,13799,7891132019403,16,tempero-para-legumes-sazon-pacote-60g,https://mercadinhossaoluiz.com.br/produto/tempero-para-legumes-sazon-pacote-60g
oleo,TEMPERO SABOR AMI SEM PIMENTA 300G,6.47,6.47,False,355,13799,7891132019038,1,sabor-a-mi-s-p-24-pote-x-300-gr,https://mercadinhossaoluiz.com.br/produto/sabor-a-mi-s-p-24-pote-x-300-gr
oleo,TEMPERO SABOR AMI COM PIMENTA 300G,6.47,6.47,False,355,13799,7891132019045,10,sabor-a-mi-c-p-24-pote-x-300-gr,https://mercadinhossaoluiz.com.br/produto/sabor-a-mi-c-p-24-pote-x-300-gr
oleo,TEMPERO SABOR AMI ALHO E SAL 300G,6.47,6.47,False,355,13799,7891132019021,3,sabor-a-mi-a-s-24-pote-x-300-gr,https://mercadinhossaoluiz.com.br/produto/sabor-a-mi-a-s-24-pote-x-300-gr
oleo,REALÇADOR DE SABOR AJI-NO-MOTO REFIL 100G,8.52,8.52,False,355,13799,7891132012015,2,aji-no-moto-36-refil-x-100-gr,https://mercadinhossaoluiz.com.br/produto/aji-no-moto-36-refil-x-100-gr
oleo,TEMPERO SAZÓN MASSAS 60G,6.37,6.37,False,355,13799,7891132019717,4,tempero-sazon-massas-flopy-60g,https://mercadinhossaoluiz.com.br/produto/tempero-sazon-massas-flopy-60g
